posts,annotations
ubo hirap sa paghinga sakit sa dibdib mataas na lagnat,"AURI, COVID, TB, PN"
masakit ang lalamunan hirap sa paghinga sakit sa dibdib hirap sa paghinga,"AURI, COVID, TB, PN"
masakit ang lalamunan ubo sakit sa dibdib hirap sa paghinga,"AURI, COVID, TB, PN"
masakit ang lalamunan ubo ubo na may dugo sakit sa dibdib,"AURI, COVID, TB, PN"
masakit ang lalamunan ubo pagtatae sakit sa dibdib,"AURI, COVID, TB, PN"
sipon pulmonya ubo na may dugo hirap sa paghinga,"AURI, COVID, TB, PN"
masakit ang lalamunan hirap sa paghinga ubo na may dugo mataas na lagnat,"AURI, COVID, TB, PN"
ubo hirap sa paghinga sakit sa dibdib hirap sa paghinga,"AURI, COVID, TB, PN"
sipon hirap sa paghinga sakit sa dibdib hirap sa paghinga,"AURI, COVID, TB, PN"
masakit ang lalamunan pulmonya pagtatae sakit sa dibdib,"AURI, COVID, TB, PN"
masakit ang lalamunan hirap sa paghinga pagtatae mataas na lagnat,"AURI, COVID, TB, PN"
ubo hirap sa paghinga pagtatae mataas na lagnat,"AURI, COVID, TB, PN"
masakit ang lalamunan pulmonya ubo na may dugo sakit sa dibdib,"AURI, COVID, TB, PN"
masakit ang lalamunan pulmonya pagtatae hirap sa paghinga,"AURI, COVID, TB, PN"
sipon pulmonya ubo na may dugo mataas na lagnat,"AURI, COVID, TB, PN"
masakit ang lalamunan pulmonya sakit sa dibdib mataas na lagnat,"AURI, COVID, TB, PN"
masakit ang lalamunan hirap sa paghinga sakit sa dibdib sakit sa dibdib,"AURI, COVID, TB, PN"
masakit ang lalamunan ubo ubo na may dugo hirap sa paghinga,"AURI, COVID, TB, PN"
ubo hirap sa paghinga ubo na may dugo hirap sa paghinga,"AURI, COVID, TB, PN"
masakit ang lalamunan ubo pagtatae hirap sa paghinga,"AURI, COVID, TB, PN"
ubo ubo pagtatae hirap sa paghinga,"AURI, COVID, TB, PN"
ubo hirap sa paghinga ubo na may dugo sakit sa dibdib,"AURI, COVID, TB, PN"
sipon ubo sakit sa dibdib hirap sa paghinga,"AURI, COVID, TB, PN"
masakit ang lalamunan hirap sa paghinga sakit sa dibdib hirap sa paghinga,"AURI, COVID, TB, PN"
sipon ubo pagtatae sakit sa dibdib,"AURI, COVID, TB, PN"
sipon hirap sa paghinga ubo na may dugo hirap sa paghinga,"AURI, COVID, TB, PN"
masakit ang lalamunan ubo ubo na may dugo sakit sa dibdib,"AURI, COVID, TB, PN"
sipon pulmonya sakit sa dibdib sakit sa dibdib,"AURI, COVID, TB, PN"
masakit ang lalamunan ubo pagtatae sakit sa dibdib,"AURI, COVID, TB, PN"
sipon ubo ubo na may dugo sakit sa dibdib,"AURI, COVID, TB, PN"
sipon hirap sa paghinga pagtatae hirap sa paghinga,"AURI, COVID, TB, PN"
ubo sakit sa dibdib,"AURI, PN"
ubo hirap sa paghinga,"AURI, PN"
masakit ang lalamunan mataas na lagnat,"AURI, PN"
sipon hirap sa paghinga,"AURI, PN"
masakit ang lalamunan sakit sa dibdib,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
masakit ang lalamunan mataas na lagnat,"AURI, PN"
masakit ang lalamunan hirap sa paghinga,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
sipon hirap sa paghinga,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
ubo hirap sa paghinga,"AURI, PN"
sipon sakit sa dibdib,"AURI, PN"
sipon hirap sa paghinga,"AURI, PN"
masakit ang lalamunan mataas na lagnat,"AURI, PN"
ubo sakit sa dibdib,"AURI, PN"
masakit ang lalamunan hirap sa paghinga,"AURI, PN"
masakit ang lalamunan sakit sa dibdib,"AURI, PN"
ubo mataas na lagnat,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
ubo hirap sa paghinga,"AURI, PN"
sipon sakit sa dibdib,"AURI, PN"
sipon hirap sa paghinga,"AURI, PN"
masakit ang lalamunan mataas na lagnat,"AURI, PN"
ubo sakit sa dibdib,"AURI, PN"
masakit ang lalamunan hirap sa paghinga,"AURI, PN"
masakit ang lalamunan sakit sa dibdib,"AURI, PN"
ubo mataas na lagnat,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
ubo hirap sa paghinga,"AURI, PN"
sipon sakit sa dibdib,"AURI, PN"
masakit ang lalamunan mataas na lagnat,"AURI, PN"
ubo sakit sa dibdib,"AURI, PN"
masakit ang lalamunan hirap sa paghinga,"AURI, PN"
masakit ang lalamunan sakit sa dibdib,"AURI, PN"
ubo mataas na lagnat,"AURI, PN"
sipon mataas na lagnat,"AURI, PN"
ubo hirap sa paghinga,"AURI, PN"
sipon sakit sa dibdib,"AURI, PN"
sipon hirap sa paghinga,"AURI, PN"
masakit ang lalamunan mataas na lagnat,"AURI, PN"
ubo sakit sa dibdib,"AURI, PN"
masakit ang lalamunan hirap sa paghinga,"AURI, PN"
masakit ang lalamunan sakit sa dibdib,"AURI, PN"
ubo mataas na lagnat,"AURI, PN"
sipon hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
sipon hirap sa paghinga pulmonya,"AURI, PN, COVID"
sipon hirap sa paghinga ubo,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga ubo,"AURI, PN, COVID"
ubo hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga,"AURI, PN, COVID"
ubo sakit sa dibdib pulmonya,"AURI, PN, COVID"
sipon sakit sa dibdib pulmonya,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat hirap sa paghinga,"AURI, PN, COVID"
ubo hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib pulmonya,"AURI, PN, COVID"
ubo mataas na lagnat pulmonya,"AURI, PN, COVID"
sipon sakit sa dibdib ubo,"AURI, PN, COVID"
sipon mataas na lagnat ubo,"AURI, PN, COVID"
ubo hirap sa paghinga ubo,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga ubo,"AURI, PN, COVID"
ubo mataas na lagnat hirap sa paghinga,"AURI, PN, COVID"
sipon hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
ubo mataas na lagnat ubo,"AURI, PN, COVID"
sipon hirap sa paghinga ubo,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib ubo,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga,"AURI, PN, COVID"
sipon sakit sa dibdib hirap sa paghinga,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat hirap sa paghinga,"AURI, PN, COVID"
ubo hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
ubo sakit sa dibdib ubo,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat pulmonya,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
sipon mataas na lagnat ubo,"AURI, PN, COVID"
sipon sakit sa dibdib ubo,"AURI, PN, COVID"
ubo hirap sa paghinga ubo,"AURI, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga ubo,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat ubo,"AURI, PN, COVID"
sipon hirap sa paghinga pulmonya,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga pulmonya,"AURI, PN, COVID"
ubo mataas na lagnat ubo,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib ubo,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib pulmonya,"AURI, PN, COVID"
ubo sakit sa dibdib ubo,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat pulmonya,"AURI, PN, COVID"
sipon mataas na lagnat ubo,"AURI, PN, COVID"
ubo hirap sa paghinga ubo,"AURI, PN, COVID"
sipon mataas na lagnat hirap sa paghinga,"AURI, PN, COVID"
sipon hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
ubo hirap sa paghinga pulmonya,"AURI, PN, COVID"
sipon mataas na lagnat pulmonya,"AURI, PN, COVID"
ubo mataas na lagnat ubo,"AURI, PN, COVID"
sipon sakit sa dibdib pulmonya,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat hirap sa paghinga,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib ubo,"AURI, PN, COVID"
ubo hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
masakit ang lalamunan sakit sa dibdib pulmonya,"AURI, PN, COVID"
ubo sakit sa dibdib ubo,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat pulmonya,"AURI, PN, COVID"
ubo mataas na lagnat pulmonya,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga hirap sa paghinga,"AURI, PN, COVID"
sipon mataas na lagnat ubo,"AURI, PN, COVID"
ubo hirap sa paghinga ubo,"AURI, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga,"AURI, PN, COVID"
ubo sakit sa dibdib pulmonya,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga ubo,"AURI, PN, COVID"
masakit ang lalamunan mataas na lagnat ubo,"AURI, PN, COVID"
sipon mataas na lagnat hirap sa paghinga,"AURI, PN, COVID"
sipon hirap sa paghinga pulmonya,"AURI, PN, COVID"
masakit ang lalamunan hirap sa paghinga pulmonya,"AURI, PN, COVID"
sipon mataas na lagnat pulmonya,"AURI, PN, COVID"
ubo mataas na lagnat ubo,"AURI, PN, COVID"
sipon hirap sa paghinga ubo,"AURI, PN, COVID"
ubo sakit sa dibdib hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat ubo pagtatae,"AURI, PN, COVID, TB"
ubo hirap sa paghinga pulmonya pagtatae,"AURI, PN, COVID, TB"
ubo,COVID
masakit ang lalamunan sakit sa dibdib pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
ubo pulmonya ubo na may dugo mataas na lagnat,"AURI, COVID, TB, PN"
ubo hirap sa paghinga pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
hirap sa paghinga mataas na lagnat ubo,"COVID, PN, AURI"
ubo mataas na lagnat ubo ubo na may dugo,"AURI, PN, COVID, TB"
masakit ang lalamunan pulmonya ubo na may dugo,"AURI, COVID, TB"
masakit ang lalamunan mataas na lagnat ubo sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib ubo sakit sa dibdib,"AURI, PN, COVID, TB"
ubo mataas na lagnat pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
sipon sakit sa dibdib hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
ubo sakit sa dibdib pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
sakit sa dibdib hirap sa paghinga ubo,"TB, COVID, AURI"
sipon hirap sa paghinga ubo sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan pulmonya ubo na may dugo,"AURI, COVID, TB"
masakit ang lalamunan sakit sa dibdib ubo sakit sa dibdib,"AURI, PN, COVID, TB"
sipon mataas na lagnat pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
sipon mataas na lagnat ubo sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
masakit ang lalamunan hirap sa paghinga ubo ubo na may dugo,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
sipon sakit sa dibdib ubo ubo na may dugo,"AURI, PN, COVID, TB"
ubo hirap sa paghinga pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
mataas na lagnat pulmonya,"PN, COVID"
masakit ang lalamunan hirap sa paghinga ubo pagtatae,"AURI, PN, COVID, TB"
sipon hirap sa paghinga hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
sakit sa dibdib,TB
masakit ang lalamunan sakit sa dibdib pulmonya pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat ubo sakit sa dibdib,"AURI, PN, COVID, TB"
mataas na lagnat ubo na may dugo ubo,"PN, TB, COVID"
ubo hirap sa paghinga hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
sipon hirap sa paghinga ubo ubo na may dugo,"AURI, PN, COVID, TB"
ubo sakit sa dibdib hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
ubo hirap sa paghinga hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
ubo sakit sa dibdib ubo sakit sa dibdib,"AURI, PN, COVID, TB"
sipon mataas na lagnat hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
ubo sakit sa dibdib pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan ubo,"AURI, COVID"
mataas na lagnat sipon,"PN, AURI"
masakit ang lalamunan hirap sa paghinga hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
pulmonya,COVID
sipon mataas na lagnat ubo sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib ubo pagtatae,"AURI, PN, COVID, TB"
sipon sakit sa dibdib hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan hirap sa paghinga ubo ubo na may dugo,"AURI, PN, COVID, TB"
ubo mataas na lagnat ubo na may dugo,"AURI, PN, TB"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
ubo na may dugo hirap sa paghinga pulmonya,"TB, PN, COVID"
ubo hirap sa paghinga ubo pagtatae,"AURI, PN, COVID, TB"
sipon hirap sa paghinga hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
sipon mataas na lagnat hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
ubo hirap sa paghinga ubo ubo na may dugo,"AURI, PN, COVID, TB"
sipon sakit sa dibdib pulmonya pagtatae,"AURI, PN, COVID, TB"
pulmonya masakit ang lalamunan sakit sa dibdib ubo na may dugo,"COVID, AURI, PN, TB"
sipon hirap sa paghinga ubo pagtatae,"AURI, PN, COVID, TB"
sipon mataas na lagnat pulmonya pagtatae,"AURI, PN, COVID, TB"
sipon hirap sa paghinga hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib pulmonya pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat ubo pagtatae,"AURI, PN, COVID, TB"
ubo mataas na lagnat pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
sipon hirap sa paghinga ubo ubo na may dugo,"AURI, PN, COVID, TB"
pulmonya hirap sa paghinga,"COVID, PN"
ubo mataas na lagnat hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
sipon sakit sa dibdib hirap sa paghinga hirap sa paghinga,"AURI, TB, PN, COVID"
ubo na may dugo sakit sa dibdib sipon ubo,"TB, PN, AURI, COVID"
masakit ang lalamunan mataas na lagnat pulmonya pagtatae,"AURI, PN, COVID, TB"
sipon sakit sa dibdib ubo pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
sipon hirap sa paghinga ubo sakit sa dibdib,"AURI, PN, COVID, TB"
sipon sakit sa dibdib ubo sakit sa dibdib,"AURI, PN, COVID, TB"
ubo sakit sa dibdib hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
ubo mataas na lagnat hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan hirap sa paghinga ubo ubo na may dugo,"AURI, PN, COVID, TB"
hirap sa paghinga,PN
ubo hirap sa paghinga ubo pagtatae,"AURI, PN, COVID, TB"
ubo mataas na lagnat ubo sakit sa dibdib,"AURI, PN, COVID, TB"
sipon hirap sa paghinga ubo pagtatae,"AURI, PN, COVID, TB"
sipon sakit sa dibdib pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan hirap sa paghinga ubo sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan hirap sa paghinga hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
sipon mataas na lagnat hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
sipon hirap sa paghinga pulmonya pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib pulmonya pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan hirap sa paghinga pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
ubo mataas na lagnat ubo ubo na may dugo,"AURI, PN, COVID, TB"
sipon mataas na lagnat pulmonya ubo na may dugo,"AURI, PN, COVID, TB"
ubo sakit sa dibdib hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
ubo sakit sa dibdib ubo pagtatae,"AURI, PN, COVID, TB"
sipon hirap sa paghinga ubo sakit sa dibdib,"AURI, PN, COVID, TB"
sipon sakit sa dibdib ubo sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan mataas na lagnat pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
sipon mataas na lagnat ubo sakit sa dibdib,"AURI, PN, COVID, TB"
sipon mataas na lagnat pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
sakit sa dibdib hirap sa paghinga,"TB, PN"
sipon hirap sa paghinga hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
ubo hirap sa paghinga pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
ubo hirap sa paghinga hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
mataas na lagnat hirap sa paghinga pagtatae,"PN, COVID, TB"
sipon mataas na lagnat pulmonya pagtatae,"AURI, PN, COVID, TB"
ubo mataas na lagnat hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
sipon hirap sa paghinga hirap sa paghinga ubo na may dugo,"AURI, PN, COVID, TB"
sipon hirap sa paghinga hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
ubo sakit sa dibdib hirap sa paghinga pagtatae,"AURI, PN, COVID, TB"
ubo hirap sa paghinga hirap sa paghinga sakit sa dibdib,"AURI, PN, COVID, TB"
sipon hirap sa paghinga pulmonya sakit sa dibdib,"AURI, PN, COVID, TB"
sakit sa dibdib,PN
sipon sakit sa dibdib ubo pagtatae,"AURI, PN, COVID, TB"
sipon mataas na lagnat ubo pagtatae,"AURI, PN, COVID, TB"
masakit ang lalamunan sakit sa dibdib pagtatae,"AURI, PN, TB"
sakit sa dibdib pulmonya,"TB, COVID"
masakit ang lalamunan mataas na lagnat sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat pagtatae,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat ubo na may dugo,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat ubo na may dugo,"AURI, PN, TB"
sipon mataas na lagnat sakit sa dibdib,"AURI, PN, TB"
ubo mataas na lagnat sakit sa dibdib,"AURI, PN, TB"
sipon sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan hirap sa paghinga sakit sa dibdib,"AURI, PN, TB"
pulmonya hirap sa paghinga sipon sakit sa dibdib,"COVID, PN, AURI, TB"
ubo mataas na lagnat pagtatae,"AURI, PN, TB"
masakit ang lalamunan sakit sa dibdib ubo na may dugo,"AURI, PN, TB"
ubo,COVID
ubo sakit sa dibdib pagtatae,"AURI, PN, TB"
sipon hirap sa paghinga ubo na may dugo,"AURI, PN, TB"
ubo hirap sa paghinga ubo na may dugo,"AURI, PN, TB"
ubo hirap sa paghinga pagtatae,"AURI, PN, TB"
sipon sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat ubo na may dugo,"AURI, PN, TB"
sipon hirap sa paghinga sakit sa dibdib,"AURI, PN, TB"
ubo mataas na lagnat ubo na may dugo,"AURI, PN, TB"
ubo hirap sa paghinga sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan hirap sa paghinga sakit sa dibdib,"AURI, PN, TB"
ubo sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
sipon sakit sa dibdib pagtatae,"AURI, PN, TB"
mataas na lagnat,PN
mataas na lagnat,PN
sipon mataas na lagnat ubo na may dugo,"AURI, PN, TB"
mataas na lagnat,PN
ubo ubo sakit sa dibdib sakit sa dibdib,"AURI, COVID, TB, PN"
ubo ubo na may dugo mataas na lagnat ubo,"AURI, TB, PN, COVID"
masakit ang lalamunan hirap sa paghinga pagtatae,"AURI, PN, TB"
ubo sakit sa dibdib pagtatae,"AURI, PN, TB"
sipon sakit sa dibdib ubo na may dugo,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat pagtatae,"AURI, PN, TB"
ubo,COVID
sipon hirap sa paghinga pagtatae,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat sakit sa dibdib,"AURI, PN, TB"
ubo hirap sa paghinga pagtatae,"AURI, PN, TB"
ubo na may dugo,TB
masakit ang lalamunan sakit sa dibdib pagtatae,"AURI, PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
ubo sakit sa dibdib ubo na may dugo,"AURI, PN, TB"
sipon mataas na lagnat pagtatae,"AURI, PN, TB"
sipon sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat ubo na may dugo,"AURI, PN, TB"
hirap sa paghinga pagtatae sipon sakit sa dibdib,"COVID, TB, AURI, PN"
ubo mataas na lagnat ubo na may dugo,"AURI, PN, TB"
ubo hirap sa paghinga sakit sa dibdib,"AURI, PN, TB"
ubo sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
sipon sakit sa dibdib pagtatae,"AURI, PN, TB"
ubo mataas na lagnat pagtatae,"AURI, PN, TB"
ubo ubo sakit sa dibdib sakit sa dibdib,"COVID, AURI, PN, TB"
masakit ang lalamunan hirap sa paghinga pagtatae,"AURI, PN, TB"
masakit ang lalamunan sakit sa dibdib ubo na may dugo,"AURI, PN, TB"
sipon hirap sa paghinga ubo na may dugo,"AURI, PN, TB"
sipon mataas na lagnat sakit sa dibdib,"AURI, PN, TB"
ubo hirap sa paghinga ubo na may dugo,"AURI, PN, TB"
ubo na may dugo,TB
masakit ang lalamunan mataas na lagnat pagtatae,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan sakit sa dibdib pagtatae,"AURI, PN, TB"
ubo mataas na lagnat sakit sa dibdib,"AURI, PN, TB"
sipon sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan mataas na lagnat ubo na may dugo,"AURI, PN, TB"
ubo mataas na lagnat ubo na may dugo,"AURI, PN, TB"
ubo sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan hirap sa paghinga ubo na may dugo,"AURI, PN, TB"
sipon mataas na lagnat ubo na may dugo,"AURI, PN, TB"
ubo mataas na lagnat pagtatae,"AURI, PN, TB"
masakit ang lalamunan hirap sa paghinga pagtatae,"AURI, PN, TB"
sipon sakit sa dibdib ubo na may dugo,"AURI, PN, TB"
ubo hirap sa paghinga ubo na may dugo,"AURI, PN, TB"
masakit ang lalamunan sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
ubo na may dugo sakit sa dibdib ubo,"TB, PN, COVID"
sipon hirap sa paghinga sakit sa dibdib,"AURI, PN, TB"
ubo hirap sa paghinga sakit sa dibdib,"AURI, PN, TB"
ubo sakit sa dibdib sakit sa dibdib,"AURI, PN, TB"
masakit ang lalamunan hirap sa paghinga ubo na may dugo,"AURI, PN, TB"
sipon sakit sa dibdib ubo na may dugo hirap sa paghinga,"AURI, PN, TB, COVID"
ubo sakit sa dibdib sakit sa dibdib ubo,"AURI, PN, TB, COVID"
masakit ang lalamunan sakit sa dibdib ubo na may dugo hirap sa paghinga,"AURI, PN, TB, COVID"
ubo mataas na lagnat sakit sa dibdib ubo,"AURI, PN, TB, COVID"
ubo sakit sa dibdib pagtatae pulmonya,"AURI, PN, TB, COVID"
ubo pagtatae,"COVID, TB"
sipon hirap sa paghinga pagtatae pulmonya,"AURI, PN, TB, COVID"
ubo sakit sa dibdib ubo na may dugo ubo,"AURI, PN, TB, COVID"
sipon mataas na lagnat pagtatae pulmonya,"AURI, PN, TB, COVID"
ubo mataas na lagnat sakit sa dibdib hirap sa paghinga,"AURI, PN, TB, COVID"
masakit ang lalamunan mataas na lagnat pagtatae pulmonya,"AURI, PN, TB, COVID"
masakit ang lalamunan hirap sa paghinga sakit sa dibdib hirap sa paghinga,"AURI, PN, TB, COVID"
masakit ang lalamunan sakit sa dibdib sakit sa dibdib hirap sa paghinga,"AURI, PN, TB, COVID"
ubo na may dugo mataas na lagnat hirap sa paghinga,"TB, PN, COVID"
sipon hirap sa paghinga sakit sa dibdib pulmonya,"AURI, PN, TB, COVID"
masakit ang lalamunan mataas na lagnat pagtatae ubo,"AURI, PN, TB, COVID"
ubo sakit sa dibdib sakit sa dibdib ubo,"AURI, PN, TB, COVID"
ubo hirap sa paghinga sakit sa dibdib hirap sa paghinga,"AURI, PN, TB, COVID"
